citekey,entry_type,title,author,year,journal,doi,url,pages,volume,number,scopus_type,note,open_access_flag,gold_oa,green_oa
Jia2025,ARTICLE,Efficacy and safety of GLP-1 receptor agonists in the treatment of obese patients with chronic heart failure: a meta-analysis,"Jia, Anna and Yang, Ming and Wang, Tianhong and Hua, Yusi and Lu, Huimin",2025,Frontiers in Cardiovascular Medicine,10.3389/fcvm.2025.1633114,https://www.scopus.com/pages/publications/105019221937?origin=resultslist,,12,,Review,Cited by: 3; All Open Access; Gold Open Access; Green Open Access,True,True,True
Beutler2026,ARTICLE,GLP-1 physiology and pharmacology along the gut-brain axis,"Beutler, Lisa R.",2026,The Journal of clinical investigation,10.1172/JCI194744,https://www.scopus.com/pages/publications/105027705055?origin=resultslist,,136,2,Review,Cited by: 14; All Open Access; Gold Open Access; Green Open Access,True,True,True
Duru20265263,ARTICLE,Impact of glucagon-like peptide-1 receptor agonists on outcomes following anterior cervical discectomy and fusion: a systematic review and meta-analysis,"Duru, Dave Osinachukwu and Lee, David Kwan Ryung and Edmonds, Chloe and Abraham, Aron and Peach, Younis and Louie, Philip K.",2026,European Spine Journal,10.1007/s00586-026-10258-y,https://www.scopus.com/pages/publications/105046857499?origin=resultslist,5263 - 5271,35,9,Review,Cited by: 0; All Open Access; Hybrid Gold Open Access,True,True,False
Bair20262545,ARTICLE,"GLP-1 Receptor Agonists and the Ocular Surface: A Narrative Review of Restoration, Remodeling, and Clinical Implications","Bair, Henry and Orlick, Molly and Syed, Zeba A.",2026,Ophthalmology and Therapy,10.1007/s40123-026-01425-x,https://www.scopus.com/pages/publications/105043113750?origin=resultslist,2545 - 2562,15,8,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Badulescu2024,ARTICLE,Glucagon-like peptide 1 agonist and effects on reward behaviour: A systematic review,"Badulescu, Sebastian and Tabassum, Aniqa and Le, Gia Han and Wong, Sabrina and Phan, Lee and Gill, Hartej and Llach, Cristian-Daniel and McIntyre, Roger S. and Rosenblat, Joshua and Mansur, Rodrigo",2024,Physiology and Behavior,10.1016/j.physbeh.2024.114622,https://www.scopus.com/pages/publications/85197167217?origin=resultslist,,283,,Review,Cited by: 74; All Open Access; Hybrid Gold Open Access,True,True,False
Fabiano2025182,ARTICLE,"The Hypothalamus and Hippocampus are Targets for New Drugs Controlling the Energy Balance and Treating Type 2 Diabetes Mellitus, Obesity, and Neurodegenerative Diseases; [El Hipotalamo y el Hipocampo son Blancos de Nuevos Fármacos que Controlan el Equilibrio Energético y Tratan la Diabetes Mellitus Tipo 2, la Obesidad y las Enfermedades Neurodegenerativas]","Fabiano, Matheus Melo and Aguila, Marcia Barbosa and Mandarim-De-lacerda, Carlos A.",2025,International Journal of Morphology,10.4067/S0717-95022025000100182,https://www.scopus.com/pages/publications/105001443153?origin=resultslist,182 - 193,43,1,Review,Cited by: 5; All Open Access; Gold Open Access; Green Open Access,True,True,True
Costa2025,ARTICLE,Efficacy and Safety of GLP-1 Receptor Agonists and SGLT-2 Inhibitors in the Treatment of Diabetes Mellitus and Obesity in Liver Transplant Recipients: A Systematic Review,"Costa, Elena Garlatti and Bitetto, Davide and Fornasiere, Ezio and Fumolo, Elisa and Ferrarese, Alberto and Toniutto, Pierluigi",2025,Journal of Clinical Medicine,10.3390/JCM14134619,https://www.scopus.com/pages/publications/105019516532?origin=resultslist,,14,13,Review,Cited by: 6; All Open Access; Gold Open Access; Green Open Access,True,True,True
Dias2025,ARTICLE,Nutritional Approaches to Enhance GLP-1 Analogue Therapy in Obesity: A Narrative Review,"Dias, Denise Deo and Vasconcelos, Andrea Rodrigues and Souza, Ana Carolina Remondi and Menezes, Caroline de and Silva, Isabella Sobral Teixeira e and Name, José João",2025,Obesities,10.3390/obesities5040088,https://www.scopus.com/pages/publications/105025744353?origin=resultslist,,5,4,Review,Cited by: 8; All Open Access; Gold Open Access; Green Open Access,True,True,True
Albaghlany2026,ARTICLE,The molecular mechanisms of incretin resistance in Type 2 Diabetes Mellitus (T2DM),"Albaghlany, Rawayh Muslim and Mansour, Abbas Ali",2026,Nutrition and Diabetes,10.1038/s41387-026-00426-w,https://www.scopus.com/pages/publications/105043491531?origin=resultslist,,16,1,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Frey20261221,ARTICLE,GLP-1 receptor agonists and immune checkpoint inhibitor therapy: a narrative review on mechanistic and clinical evidence,"Frey, Connor",2026,Future Oncology,10.1080/14796694.2026.2654735,https://www.scopus.com/pages/publications/105034854999?origin=resultslist,1221 - 1231,22,10,Review,Cited by: 2; All Open Access; Green Open Access,True,False,True
Ali2026,ARTICLE,Efficacy of GLP-1 receptor agonists in Parkinson’s disease: a systematic review and exploratory network meta-analysis of randomized controlled trials,"Ali, Muaz and Sharma, Arkansh and Paruchuri, Amith and Shahzad, Faizan and Khalid, Marwah Bintay and B, Karthik N. and Avanaki, Mona and Nithyanandam, Allimuthu and Khan, Tarannum and Suresh, Vinay",2026,Neurological Sciences,10.1007/s10072-026-08929-1,https://www.scopus.com/pages/publications/105035979088?origin=resultslist,,47,5,Review,Cited by: 2; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Giang2026,ARTICLE,"For Weight Loss: Why Do GLP-1 Agonists Work, and How Can We Make Them Work Better?","Giang, Charlise and Meng, Jieyi and Mohammad, Mahmoud Ali and Liu, Zhenqi and Wu, Xinle and Zhu, Yi",2026,Biology,10.3390/biology15161395,https://www.scopus.com/pages/publications/105048223297?origin=resultslist,,15,16,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Wu2026,ARTICLE,"Precision Targeted Therapy for PCOS: Emerging Drugs, Translational Challenges, and Future Opportunities","Wu, Xinhong and Yi, Wei and Liu, Xiawen",2026,Biomedicines,10.3390/biomedicines14010213,https://www.scopus.com/pages/publications/105028656599?origin=resultslist,,14,1,Review,Cited by: 1; All Open Access; Gold Open Access; Green Open Access,True,True,True
Kallieri2026,ARTICLE,"Cardiometabolic Comorbidities in COPD: Focus on Diabetes, GLP-1 Receptor Agonists, SGLT-2 Inhibitors and Antidiabetic Drugs","Kallieri, Maria and Hillas, Georgios and Loukides, Stelios and Kostikas, Konstantinos and Gogali, Athena",2026,Journal of Clinical Medicine,10.3390/jcm15052082,https://www.scopus.com/pages/publications/105032742607?origin=resultslist,,15,5,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Doroba2025e231,ARTICLE,New therapeutic agents for type 2 diabetes: anaesthetic considerations. A narrative review,"Doroba, Oliwia and Czupryniak, Leszek and Sanfilippo, Filippo and Andruszkiewicz, Paweł and Zawadka, Mateusz",2025,Anaesthesiology Intensive Therapy,10.5114/ait/208895,https://www.scopus.com/pages/publications/105016909160?origin=resultslist,e231 - e238,57,1,Review,Cited by: 3; All Open Access; Gold Open Access; Green Open Access,True,True,True
Flanary2026,ARTICLE,Targeting metabolism to protect fertility and healthy pregnancy with SGLT2 inhibitors and GLP-1RAs,"Flanary, Shannon M and Yoshida, Kyoko and Alejandro, Emilyn U and Townsend, DeWayne",2026,Current Opinion in Physiology,10.1016/j.cophys.2026.100956,https://www.scopus.com/pages/publications/105040338454?origin=resultslist,,49,,Review,Cited by: 0; All Open Access; Green Open Access,True,False,True
Ziegler2026,ARTICLE,Therapeutic potential of GLP-1 receptor agonists and SGLT2 inhibitors in diabetic neuropathy: a critical appraisal,"Ziegler, Dan and Kempler, Peter and Bala, Cornelia and Mankovsky, Boris and Schnell, Oliver and Spallone, Vincenza and Stirban, Alin and Tesfaye, Solomon",2026,Diabetology and Metabolic Syndrome,10.1186/s13098-026-02241-w,https://www.scopus.com/pages/publications/105046308552?origin=resultslist,,18,1,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Shirmohammadi2026,ARTICLE,Comparative Cardiovascular Outcomes of GLP-1 Receptor Agonists Versus Bariatric Surgery: A Systematic Review and Network Meta-Analysis,"Shirmohammadi, Erfan and Ghasemloo, Negar and Ebrahimi, Navid and Mohammadzadeh, Narjes and Ehtemami, Amir and Babaei, Mahan and Fardoost, Shakiba",2026,"Endocrinology, Diabetes and Metabolism",10.1002/edm2.70311,https://www.scopus.com/pages/publications/105049085609?origin=resultslist,,9,5,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Burmeister2026,ARTICLE,Glucagon-like peptide-1 and peptide YY multi-agonism with GEP44 to optimize weight loss and glycemic control while reducing gastrointestinal side effects: the future of anti-obesity pharmacotherapy?,"Burmeister, Melissa A. and Brown, Skyler A. and Greer, Jakeem J. and Hoggatt, Tyler J. and Zumwalt, Whitney T.",2026,Frontiers in Endocrinology,10.3389/fendo.2026.1925534,https://www.scopus.com/pages/publications/105047657115?origin=resultslist,,17,,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Yang2026,ARTICLE,GLP-1 receptor agonists in neurological diseases: mechanisms and therapeutic prospects from metabolism to neuroprotection,"Yang, Mengting and Liang, Zhigang",2026,Frontiers in Immunology,10.3389/fimmu.2026.1839620,https://www.scopus.com/pages/publications/105044517653?origin=resultslist,,17,,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Lee2025,ARTICLE,Effects of glucagon-like peptide-1 receptor agonists on psychiatric disorders: a systematic review,"Lee, Serene and Yin, Liyang and Teopiz, Kayla M. and Wong, Sabrina and Han Le, Gia and Xiao, Naomi and Stahl, Stephen and Valentino, Kyle and Ho, Roger and Zhang, Melanie C. and Greg Rhee, Taeho and McIntyre, Roger S.",2025,Therapeutic Advances in Psychopharmacology,10.1177/20451253251396304,https://www.scopus.com/pages/publications/105025229234?origin=resultslist,,15,,Review,Cited by: 5; All Open Access; Gold Open Access; Green Open Access,True,True,True
Olivares2026,ARTICLE,"Effects of GLP-1 analogs on metabolic alterations including male sexual function, hypogonadism and erectile dysfunction: a narrative review","Olivares, Aleida and Manuel-Apolinar, Leticia and de la Chesnaye-Caraveo, Elsa and Oviedo, Norma",2026,Translational Andrology and Urology,10.21037/tau-2026-0285,https://www.scopus.com/pages/publications/105046173673?origin=resultslist,,15,7,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Liu20252709,ARTICLE,"Incretin Receptor Agonism, Fat-free Mass, and Cardiorespiratory Fitness: A Narrative Review","Liu, Zhenqi and Weeldreyer, Nathan R. and Angadi, Siddhartha S.",2025,Journal of Clinical Endocrinology and Metabolism,10.1210/clinem/dgaf335,https://www.scopus.com/pages/publications/105016638302?origin=resultslist,2709 - 2717,110,10,Review,Cited by: 13; All Open Access; Green Open Access,True,False,True
Pililis2024,ARTICLE,The Cardiometabolic Risk in Women with Polycystic Ovarian Syndrome (PCOS): From Pathophysiology to Diagnosis and Treatment,"Pililis, Sotirios and Lampsas, Stamatios and Kountouri, Aikaterini and Pliouta, Loukia and Korakas, Emmanouil and Livadas, Sarantis and Thymis, John and Peppa, Melpomeni and Kalantaridou, Sophia and Oikonomou, Evangelos and Ikonomidis, Ignatios and Lambadiari, Vaia",2024,Medicina (Lithuania),10.3390/medicina60101656,https://www.scopus.com/pages/publications/85207669957?origin=resultslist,,60,10,Review,Cited by: 35; All Open Access; Gold Open Access; Green Open Access,True,True,True
Lalani2026,ARTICLE,Associations Between Glucagon-Like Peptide-1 Receptor Agonists (GLP-1RAs) and Cancer Risk: A Systematic Review and Meta-Analysis,"Lalani, Isha and Nambayan, Reynaldo and Carbonell, Chantelle and Ruan, Yibing and O’Sullivan, Dylan E. and Stukalin, Igor and Hilsden, Robert J. and Brenner, Darren R.",2026,Cancer Control,10.1177/10732748261483767,https://www.scopus.com/pages/publications/105048885814?origin=resultslist,,33,,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Li2025,ARTICLE,Comparative effectiveness of GLP-1 receptor agonists and dual agonists in the treatment of patients with metabolic dysfunction associated steatohepatitis: a systematic review and meta-analysis,"Li, Meng and Hu, Jianli and Han Chin, Yip and Chew, Han Shi Jocelyn and Wang, Wenru",2025,Frontiers in Endocrinology,10.3389/fendo.2025.1681965,https://www.scopus.com/pages/publications/105019346626?origin=resultslist,,16,,Review,Cited by: 4; All Open Access; Gold Open Access; Green Open Access,True,True,True
Chikatimalla2026,ARTICLE,GLP-1 receptor agonists in stroke prevention: a narrative review on emerging therapeutic frontiers,"Chikatimalla, Rahul and Shah, Ashka and Shah, Twinkle and Perry, Griffin and Banker, Himanshi and Aggarwal, Kanishk and Jain, Rohit",2026,Annals of Medicine,10.1080/07853890.2026.2660386,https://www.scopus.com/pages/publications/105035971492?origin=resultslist,,58,1,Review,Cited by: 2; All Open Access; Gold Open Access; Green Open Access,True,True,True
Kugathasan2024,ARTICLE,"Minireview: Understanding and targeting inflammatory, hemodynamic and injury markers for cardiorenal protection in type 1 diabetes","Kugathasan, Luxcia and Sridhar, Vikas S. and Tommerdahl, Kalie L. and Xu, Cheng and Bjornstad, Petter and Advani, Andrew and Cherney, David Z.I.",2024,Metabolism: Clinical and Experimental,10.1016/j.metabol.2024.155785,https://www.scopus.com/pages/publications/85184468881?origin=resultslist,,153,,Review,Cited by: 11; All Open Access; Hybrid Gold Open Access,True,True,False
Xie2025,ARTICLE,Unlocking the potential of GLP-1 receptor agonists in ocular therapeutics: from molecular pathways to clinical impact,"Xie, Zhixuan and Yang, Zuyi and Tian, Dianzhe and Chen, Youxin",2025,Frontiers in Pharmacology,10.3389/fphar.2025.1618079,https://www.scopus.com/pages/publications/105012779126?origin=resultslist,,16,,Review,Cited by: 13; All Open Access; Gold Open Access; Green Open Access,True,True,True
Natale2024,ARTICLE,Semaglutide in Cardiometabolic Diseases: SELECTing the Target Population,"Natale, Francesco and Luisi, Ettore and Franzese, Rosa and Mollo, Noemi and Solimene, Achille and Caso, Valentina Maria and Corvino, Andrea and Golino, Paolo and Cimmino, Giovanni",2024,Journal of Cardiovascular Development and Disease,10.3390/jcdd11050145,https://www.scopus.com/pages/publications/85194157952?origin=resultslist,,11,5,Review,Cited by: 6; All Open Access; Gold Open Access; Green Open Access,True,True,True
Shokravi2025,ARTICLE,Cardiovascular and renal outcomes of dual combination therapies with glucagon-like peptide-1 receptor agonists and sodium-glucose transport protein 2 inhibitors: a systematic review and meta-analysis,"Shokravi, Arveen and Seth, Jayant and Mancini, G. B. John",2025,Cardiovascular Diabetology,10.1186/s12933-025-02900-8,https://www.scopus.com/pages/publications/105017598882?origin=resultslist,,24,1,Review,Cited by: 20; All Open Access; Gold Open Access; Green Open Access,True,True,True
Breit2025,ARTICLE,The effect of GLP-1RAs on mental health and psychotropics-induced metabolic disorders: A systematic review,"Breit, Sigrid and Hubl, Daniela",2025,Psychoneuroendocrinology,10.1016/j.psyneuen.2025.107415,https://www.scopus.com/pages/publications/105000726586?origin=resultslist,,176,,Review,Cited by: 16; All Open Access; Hybrid Gold Open Access,True,True,False
Chuansangeam2025,ARTICLE,Exploring the link between GLP-1 receptor agonists and dementia: A comprehensive review,"Chuansangeam, Mallika and Phadungsaksawasdi, Pawit and Park, Hyo Jin and Yang, Yuan-Han",2025,Journal of Alzheimer's Disease Reports,10.1177/25424823251342182,https://www.scopus.com/pages/publications/105030962419?origin=resultslist,,9,,Review,Cited by: 15; All Open Access; Gold Open Access; Green Open Access,True,True,True
Kahles2026,ARTICLE,GLP-1 and the cardiovascular system,"Kahles, Florian and Birkenfeld, Andreas L. and Marx, Nikolaus",2026,The Journal of clinical investigation,10.1172/JCI194748,https://www.scopus.com/pages/publications/105030225322?origin=resultslist,,136,4,Review,Cited by: 7; All Open Access; Gold Open Access; Green Open Access,True,True,True
Dimic2025,ARTICLE,The role of GLP-1 in the pathophysiology and treatment of sepsis: a narrative review,"Dimic, Nemanja and Djuric, Marko and Vejapi, Maja and Nenadic, Irina and Bobos, Marina and Bojic, Suzana and Savic, Predrag and Milanovic, Miljan and Stevanovic, Predrag",2025,Frontiers in Medicine,10.3389/fmed.2025.1612034,https://www.scopus.com/pages/publications/105023955751?origin=resultslist,,12,,Review,Cited by: 4; All Open Access; Gold Open Access; Green Open Access,True,True,True
O'Keefe2025102,ARTICLE,"Anti-consumption agents: Tirzepatide and semaglutide for treating obesity-related diseases and addictions, and improving life expectancy","O'Keefe, James H. and Franco, W. Grant and O'Keefe, Evan L.",2025,Progress in Cardiovascular Diseases,10.1016/j.pcad.2024.12.010,https://www.scopus.com/pages/publications/85215630471?origin=resultslist,102 - 112,89,,Review,Cited by: 28; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Chrysavgis2024,ARTICLE,"Glucagon-like Peptide 1, Glucose-Dependent Insulinotropic Polypeptide, and Glucagon Receptor Agonists in Metabolic Dysfunction-Associated Steatotic Liver Disease: Novel Medication in New Liver Disease Nomenclature","Chrysavgis, Lampros G. and Kazanas, Spyridon and Bafa, Konstantina and Rozani, Sophia and Koloutsou, Maria-Evangelia and Cholongitas, Evangelos",2024,International Journal of Molecular Sciences,10.3390/ijms25073832,https://www.scopus.com/pages/publications/85190375349?origin=resultslist,,25,7,Review,Cited by: 21; All Open Access; Gold Open Access; Green Open Access,True,True,True
Panou20262820,ARTICLE,Glucagon-Like Peptide-1 Receptor Agonists: Their Therapeutic Potential in Cystic Fibrosis,"Panou, Theodoros and Gouveri, Evanthia and Popovic, Djordje S. and Papanas, Nikolaos",2026,Advances in Therapy,10.1007/s12325-026-03599-z,https://www.scopus.com/pages/publications/105035892658?origin=resultslist,2820 - 2835,43,7,Review,Cited by: 0; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Pereira2026,ARTICLE,Effect of Prehabilitation with GLP-1 Agonists in Obese Patients Undergoing Abdominal Wall Reconstruction or Complex Hernia Repair: A Scoping Review,"Pereira, Mable and Grochowska, Agata and Khan, Sariya and Dib Possiedi, Rafael",2026,Formosan Journal of Surgery,10.1097/FS9.0000000000000298,https://www.scopus.com/pages/publications/105041950566?origin=resultslist,,Publish Ahead of Print,,Review,Cited by: 0; All Open Access; Gold Open Access,True,True,False
Salvio20252022,ARTICLE,Effects of glucagon-like peptide 1 receptor agonists on testicular dysfunction: A systematic review and meta-analysis,"Salvio, Gianmaria and Ciarloni, Alessandro and Ambo, Nicola and Bordoni, Monia and Perrone, Michele and Rossi, Silvia and Balercia, Giancarlo",2025,Andrology,10.1111/andr.70022,https://www.scopus.com/pages/publications/105000321083?origin=resultslist,2022 - 2034,13,8,Review,Cited by: 25; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Feng2025,ARTICLE,Obesity and emerging intervention strategies: mechanistic insights and novel drug targets,"Feng, Xingrong and Li, Sheyu and Li, Jing and Su, Zhiguang",2025,Chinese Medical Journal,10.1097/CM9.0000000000003919,https://www.scopus.com/pages/publications/105027732539?origin=resultslist,,Publish Ahead of Print,,Review,Cited by: 5; All Open Access; Gold Open Access; Green Open Access,True,True,True
Amorim Moreira Alves2025,ARTICLE,Mechanisms of GLP-1 in Modulating Craving and Addiction: Neurobiological and Translational Insights,"Amorim Moreira Alves, Gabriel and Teranishi, Masatoki and Teixeira de Castro Gonçalves Ortega, Ana Claudia and James, Frank and Perera Molligoda Arachchige, Arosh S.",2025,Medical sciences,10.3390/medsci13030136,https://www.scopus.com/pages/publications/105015230297?origin=resultslist,,13,3,Review,Cited by: 21; All Open Access; Gold Open Access; Green Open Access,True,True,True
Varnum2024,ARTICLE,Impact of GLP-1 Agonists on Male Reproductive Health—A Narrative Review,"Varnum, Alexandra Aponte and Pozzi, Edoardo and Deebel, Nicholas Allen and Evans, Aymara and Eid, Nathalie and Sadeghi-Nejad, Hossein and Ramasamy, Ranjith",2024,Medicina (Lithuania),10.3390/medicina60010050,https://www.scopus.com/pages/publications/85183130512?origin=resultslist,,60,1,Review,Cited by: 32; All Open Access; Gold Open Access; Green Open Access,True,True,True
Gupta2026,ARTICLE,"GLP-1 receptor agonists, metabolic syndrome, and Alzheimer's disease: Lessons and opportunities from the EVOKE trials","Gupta, Pragati and Pozzilli, Valeria and De Giovanni, Anastasia and Sapio, Elisabetta and Motolese, Francesco and Capone, Fioravante and Pozzilli, Paolo",2026,Journal of Neuroendocrinology,10.1111/jne.70246,https://www.scopus.com/pages/publications/105047073796?origin=resultslist,,38,8,Review,Cited by: 0; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Wong2025,ARTICLE,Efficacy and Safety of Glucagon-like Peptide-1 Receptor Agonists for Treatment of Obstructive Sleep Apnea: A Systematic Review and Meta-Analysis of Randomized Controlled Trials,"Wong, Stanley and Fabiano, Nicholas and Zhou, Carl and Luu, Brandon and Shorr, Risa and Slassi, Sarah and Solmi, Marco and Husain, Ishrat and Mak, Michael S. B.",2025,Psychiatry International,10.3390/psychiatryint6030111,https://www.scopus.com/pages/publications/105017403616?origin=resultslist,,6,3,Review,Cited by: 1; All Open Access; Gold Open Access; Green Open Access,True,True,True
Soresi20243541,ARTICLE,Glucagon-like peptide 1 agonists are potentially useful drugs for treating metabolic dysfunction-associated steatotic liver disease,"Soresi, Maurizio and Giannitrapani, Lydia",2024,World Journal of Gastroenterology,10.3748/wjg.v30.i30.3541,https://www.scopus.com/pages/publications/85201558881?origin=resultslist,3541 - 3547,30,30,Review,Cited by: 17; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Yang2025467,ARTICLE,Effects of Anti-Diabetic Drugs on Erectile Dysfunction: A Systematic Review and Meta-Analysis,"Yang, Bo and Cheng, Huiqun and Hu, Yu and Chen, Yizhu and Xu, Yong and Huang, Wei and Long, Yang and Gao, Chenlin",2025,"Diabetes, Metabolic Syndrome and Obesity",10.2147/DMSO.S503216,https://www.scopus.com/pages/publications/85219045546?origin=resultslist,467 - 478,18,,Review,Cited by: 23; All Open Access; Gold Open Access; Green Open Access,True,True,True
Innocenzi2026,ARTICLE,Beyond Weight Loss: A Comprehensive Review of Integrated Pharmacotherapy and Metabolic Bariatric Surgery in Endometrial Cancer Care,"Innocenzi, Chiara and Goglia, Marta and Reitano, Elisa and Pavone, Matteo and Fiorenza, Giorgio and Orsi, Michela and Querleu, Denis and Giménez, Mariano Eduardo and Silecchia, Gianfranco and Bizzarri, Nicolò and Fagotti, Anna and Fanfani, Francesco and Marescaux, Jacques and Forgione, Antonello",2026,Medicina (Lithuania),10.3390/medicina62081571,https://www.scopus.com/pages/publications/105048238366?origin=resultslist,,62,8,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Du2026,ARTICLE,Altered eating experience during GLP-1 receptor agonist therapy: a sensory–liking–wanting framework for food preference and nutritional behaviour,"Du, Jiayi and Yang, Zhuo and Chen, Yan",2026,Frontiers in Nutrition,10.3389/fnut.2026.1870484,https://www.scopus.com/pages/publications/105047086852?origin=resultslist,,13,,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Zhao2025,ARTICLE,Role of GLP‑1 receptor agonists in sepsis and their therapeutic potential in sepsis‑induced muscle atrophy (Review),"Zhao, Xuan and Liu, Yukun and Wang, Dongfang and Li, Tonghan and Xu, Zhikai and Li, Zhanfei and Bai, Xiangjun and Wang, Yuchang",2025,International Journal of Molecular Medicine,10.3892/ijmm.2025.5515,https://www.scopus.com/pages/publications/86000684530?origin=resultslist,,55,5,Review,Cited by: 11; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Li2026,ARTICLE,GLP-1 Receptor Agonists in Neurological Disorders: From Mechanisms to Clinical Translation,"Li, Pengpeng and Gao, Yangyang and Liu, Wei",2026,"Drug Design, Development and Therapy",10.2147/DDDT.S613616,https://www.scopus.com/pages/publications/105041894110?origin=resultslist,,20,,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Buonanno2026,ARTICLE,"Glucagon-like Peptide-1 Receptor Agonists in Rheumatoid Arthritis: A Scoping Review of Metabolic, Anti-Inflammatory, and Cardioprotective Effects","Buonanno, Simona and Gaggiano, Carla and Baldi, Caterina and Cantarini, Luca and Frediani, Bruno and Gentileschi, Stefano",2026,Journal of Personalized Medicine,10.3390/jpm16060284,https://www.scopus.com/pages/publications/105042886366?origin=resultslist,,16,6,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Ftiha2025,ARTICLE,Glucagon-Like Peptide-1 Receptor Agonists: A Novel Indication for Substance Use Disorders?,"Ftiha, Farage and Ftiha, Joey and Parikh, Manish A. and Frishman, William H. and Peterson, Stephen J.",2025,Cardiology in Review,10.1097/CRD.0000000000001145,https://www.scopus.com/pages/publications/105027421558?origin=resultslist,,Publish Ahead of Print,,Review,Cited by: 1; All Open Access; Hybrid Gold Open Access,True,True,False
Simsek2026,ARTICLE,GLP-1 Receptor Agonists for Obesity Management in Older Adults: A Scoping Review on the Risk of Sarcopenia and Sarcopenic Obesity,"Simsek, Hilal and Ucar, Asli",2026,Current Nutrition Reports,10.1007/s13668-026-00777-x,https://www.scopus.com/pages/publications/105041935248?origin=resultslist,,15,1,Review,Cited by: 1; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Ho2025,ARTICLE,Glucagon-Like Peptide-1 Receptor Agonists and Peri-Procedural Aspiration Risk,"Ho, Cindy N. and Ayers, Alessandra T. and Kohn, Michael A. and Umpierrez, Guillermo E. and Klonoff, David C.",2025,Journal of the Endocrine Society,10.1210/jendso/bvaf088,https://www.scopus.com/pages/publications/105014329150?origin=resultslist,,9,9,Review,Cited by: 7; All Open Access; Gold Open Access; Green Open Access,True,True,True
Rroji2024,ARTICLE,Transforming Diabetes Care: The Molecular Pathways through Which GLP1-RAs Impact the Kidneys in Diabetic Kidney Disease,"Rroji, Merita and Spasovski, Goce",2024,Biomedicines,10.3390/biomedicines12030657,https://www.scopus.com/pages/publications/85188668532?origin=resultslist,,12,3,Review,Cited by: 27; All Open Access; Gold Open Access; Green Open Access,True,True,True
Moaket2025,ARTICLE,GLP-1 and the Degenerating Brain: Exploring Mechanistic Insights and Therapeutic Potential,"Moaket, Osama Sobhi and Obaid, Sarah Eyad and Obaid, Fawaz Eyad and Shakeeb, Yusuf Abdulkarim and Elsharief, Samir Mohammed and Tania, Afrin and Darwish, Radwan and Butler, Alexandra E. and Moin, Abu Saleh Md",2025,International Journal of Molecular Sciences,10.3390/ijms262110743,https://www.scopus.com/pages/publications/105021455856?origin=resultslist,,26,21,Review,Cited by: 29; All Open Access; Gold Open Access; Green Open Access,True,True,True
Altabas2025,ARTICLE,Exploring the Evidence for Personalized Pharmacotherapy in Type 2 Diabetes—A Systematic Review,"Altabas, Velimir and Marinković Radošević, Jelena",2025,Journal of Personalized Medicine,10.3390/jpm15110539,https://www.scopus.com/pages/publications/105023078194?origin=resultslist,,15,11,Review,Cited by: 2; All Open Access; Gold Open Access,True,True,False
Riehl-Tonn2024,ARTICLE,GLP-1 Agonism for Kidney Transplant Recipients: A Narrative Review of Current Evidence and Future Directions Across the Research Spectrum,"Riehl-Tonn, Victoria J. and Medak, Kyle D. and Rampersad, Christie and MacPhee, Anne and Harrison, Tyrone G.",2024,Canadian Journal of Kidney Health and Disease,10.1177/20543581241290317,https://www.scopus.com/pages/publications/85208809616?origin=resultslist,,11,,Review,Cited by: 8; All Open Access; Gold Open Access; Green Open Access,True,True,True
Krug2025,ARTICLE,Beyond Weight Loss: GLP-1 Usage and Appetite Regulation in the Context of Eating Disorders and Psychosocial Processes,"Krug, Isabel and Dang, An Binh and Portingale, Jade and Li, Yakun and Won, Ying Qing",2025,Nutrients,10.3390/nu17233735,https://www.scopus.com/pages/publications/105024480884?origin=resultslist,,17,23,Review,Cited by: 6; All Open Access; Gold Open Access; Green Open Access,True,True,True
